time,num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,GPSFix,NumberOfSatellites,ID,Interval(sec),Transfer(MBytes),Bandwidth(MBits/sec)
2026-01-29 13:44:19.807939,79.0000000000,-78.6977648000,35.7276422000,24.9970000000,0.0019144013,-0.0055254553,0.0060965037,-0.0200000000,0.1900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,550.2382415251,0.0138860495
2026-01-29 13:44:20.814390,80.0000000000,-78.6977683000,35.7276429000,24.9940000000,-0.0681273565,0.0050681736,-0.2961796820,0.3700000000,-1.5100000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,583.2852665840,0.0134678413
2026-01-29 13:44:21.821958,81.0000000000,-78.6977975000,35.7276485000,25.0030000000,-0.0788891315,0.0078792647,-0.3577325642,0.9300000000,-3.8900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,608.8703188211,0.0133665848
2026-01-29 13:44:22.827617,82.0000000000,-78.6978457000,35.7276578000,25.0070000000,-0.0391225629,-0.0033959439,-0.2243967950,1.1100000000,-4.6400000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,582.7656624518,0.0160868167
2026-01-29 13:44:23.830982,83.0000000000,-78.6978985000,35.7276679000,25.0010000000,-0.0350969695,-0.0043355194,-0.2216244042,1.1400000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,678.1101724254,0.0157801065
2026-01-29 13:44:24.833040,84.0000000000,-78.6979536000,35.7276782000,25.0000000000,-0.0328236930,-0.0043804464,-0.2118196040,1.1500000000,-4.9700000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,749.5574244817,0.0132171046
2026-01-29 13:44:25.838069,85.0000000000,-78.6980088000,35.7276885000,25.0000000000,-0.0325134061,-0.0050362744,-0.2057882100,1.1500000000,-4.9600000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,649.7033369160,0.0133790583
2026-01-29 13:44:26.843148,86.0000000000,-78.6980639000,35.7276988000,25.0010000000,-0.0311619807,-0.0049889344,-0.1991593540,1.1400000000,-4.9100000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,660.6870033281,0.0157965236
2026-01-29 13:44:27.848863,87.0000000000,-78.6981178000,35.7277088000,25.0020000000,-0.0341063701,-0.0049049705,-0.2058070749,1.1400000000,-4.9000000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,494.4629238804,0.0287501221
2026-01-29 13:44:28.851427,88.0000000000,-78.6981721000,35.7277190000,25.0040000000,-0.0330659784,-0.0049550426,-0.2027233094,1.1400000000,-4.8900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,246.2779778524,4.5119561296
2026-01-29 13:44:29.853970,89.0000000000,-78.6982259000,35.7277291000,25.0050000000,-0.0336887278,-0.0044007618,-0.2059517056,1.1500000000,-4.8900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,239.6165264289,9.7243574899
2026-01-29 13:44:30.858839,90.0000000000,-78.6982802000,35.7277393000,25.0050000000,-0.0326054618,-0.0046994463,-0.2002833486,1.1400000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,805.2105343163,0.0137260961
